0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,k
376.2287309,376.1058578,375.9829847,375.8601116,375.7372385,375.6143654,375.4914924,375.3686193,375.2457462,375.1228731,375,162.7695703
378.6211902,378.2590712,377.8969522,377.5348332,377.1727141,376.8105951,376.4484761,376.0863571,375.724238,375.362119,375,55.23045947
376.947473,376.7527257,376.5579784,376.3632311,376.1684838,375.9737365,375.7789892,375.5842419,375.3894946,375.1947473,375,102.6971891
376.3484626,376.2136164,376.0787701,375.9439238,375.8090776,375.6742313,375.539385,375.4045388,375.2696925,375.1348463,375,148.3170512
377.8044529,377.5240076,377.2435623,376.963117,376.6826717,376.4022265,376.1217812,375.8413359,375.5608906,375.2804453,375,71.31515703
377.71862,377.446758,377.174896,376.903034,376.631172,376.35931,376.087448,375.815586,375.543724,375.271862,375,73.5667369
376.8308852,376.6477967,376.4647082,376.2816197,376.0985311,375.9154426,375.7323541,375.5492656,375.366177,375.1830885,375,109.2367756
380.1601142,379.6441028,379.1280914,378.6120799,378.0960685,377.5800571,377.0640457,376.5480343,376.0320228,375.5160114,375,38.75883216
379.2982655,378.8684389,378.4386124,378.0087858,377.5789593,377.1491327,376.7193062,376.2894796,375.8596531,375.4298265,375,46.53039731
379.9483371,379.4535034,378.9586697,378.463836,377.9690023,377.4741686,376.9793349,376.4845011,375.9896674,375.4948337,375,40.41761803
376.3707901,376.2337111,376.0966321,375.9595531,375.8224741,375.6853951,375.548316,375.411237,375.274158,375.137079,375,145.9012556
377.801839,377.5216551,377.2414712,376.9612873,376.6811034,376.4009195,376.1207356,375.8405517,375.5603678,375.2801839,375,71.38168784
378.9347656,378.541289,378.1478125,377.7543359,377.3608594,376.9673828,376.5739062,376.1804297,375.7869531,375.3934766,375,50.82894916
376.9474576,376.7527118,376.5579661,376.3632203,376.1684746,375.9737288,375.778983,375.5842373,375.3894915,375.1947458,375,102.6979996
